index,year,package,className,direction
4182,2012,base.trunk.src.org.hsqldb,Database,From
4183,2012,base.trunk.src.org.hsqldb,Database,To
4184,2012,base.trunk.src.org.hsqldb.jdbc,JDBCResultSet,From
4185,2012,base.trunk.src.org.hsqldb.jdbc,JDBCResultSet,To
4186,2019,hsqldb.src.org.hsqldb.dbinfo,DatabaseInformationMain,From
4187,2019,hsqldb.src.org.hsqldb.dbinfo,DatabaseInformationMain,To
4188,2017,base.trunk.src.org.hsqldb,ExpressionArrayAggregate,From
4189,2017,base.trunk.src.org.hsqldb,ExpressionArrayAggregate,To
4190,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,StatementSimple,From
4191,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,StatementSimple,To
4192,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,HsqldbTransferHelper,From
4193,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,HsqldbTransferHelper,To
4194,2012,base.trunk.src.org.hsqldb.test,TestNullInUnion,From
4195,2012,base.trunk.src.org.hsqldb.test,TestNullInUnion,To
4196,2019,hsqldb.src.org.hsqldb.persist,LobStoreInJar,From
4197,2019,hsqldb.src.org.hsqldb.persist,LobStoreInJar,To
4198,2011,base.trunk.src.org.hsqldb,Table,From
4199,2011,base.trunk.src.org.hsqldb,Table,To
4200,2019,hsqldb.src.org.hsqldb.jdbc,JDBCArray,From
4201,2019,hsqldb.src.org.hsqldb.jdbc,JDBCArray,To
4202,2013,base.trunk.src.org.hsqldb.jdbc,JDBCDatabaseMetaData,From
4203,2013,base.trunk.src.org.hsqldb.jdbc,JDBCDatabaseMetaData,To
4204,2011,base.trunk.src.org.hsqldb.persist,LobManager,From
4205,2011,base.trunk.src.org.hsqldb.persist,LobManager,To
4206,2011,base.trunk.src.org.hsqldb.scriptio,ScriptReaderDecode,From
4207,2011,base.trunk.src.org.hsqldb.scriptio,ScriptReaderDecode,To
4208,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.jdbc,JDBCBlob,From
4209,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.jdbc,JDBCBlob,To
4210,2007,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,From
4211,2007,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,To
4212,2014,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorClient,From
4213,2014,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorClient,To
4214,2014,base.trunk.src.org.hsqldb.test,TestPreparedSubQueries,From
4215,2014,base.trunk.src.org.hsqldb.test,TestPreparedSubQueries,To
4216,2019,hsqldb.src.org.hsqldb.util.preprocessor,Preprocessor,From
4217,2019,hsqldb.src.org.hsqldb.util.preprocessor,Preprocessor,To
4218,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,From
4219,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,To
4220,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.cmdline,SqlFile,From
4221,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.cmdline,SqlFile,To
4222,2014,base.trunk.src.org.hsqldb,ParserRoutine,From
4223,2014,base.trunk.src.org.hsqldb,ParserRoutine,To
4224,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,Function,From
4225,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,Function,To
4226,2014,base.trunk.src.org.hsqldb.test,JDBCBench,From
4227,2014,base.trunk.src.org.hsqldb.test,JDBCBench,To
4228,2013,base.trunk.src.org.hsqldb,QuerySpecification,From
4229,2013,base.trunk.src.org.hsqldb,QuerySpecification,To
4230,2010,base.trunk.src.org.hsqldb.util,Grid,From
4231,2010,base.trunk.src.org.hsqldb.util,Grid,To
4232,2017,base.trunk.src.org.hsqldb,RowAVLDisk,From
4233,2017,base.trunk.src.org.hsqldb,RowAVLDisk,To
4234,2010,base.trunk.src.org.hsqldb.util.preprocessor,Token,From
4235,2010,base.trunk.src.org.hsqldb.util.preprocessor,Token,To
4236,2010,base.trunk.src.org.hsqldb,Routine,From
4237,2010,base.trunk.src.org.hsqldb,Routine,To
4238,2014,base.trunk.src.org.hsqldb.rights,GranteeManager,From
4239,2014,base.trunk.src.org.hsqldb.rights,GranteeManager,To
4240,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.util,TransferDb,From
4241,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.util,TransferDb,To
4242,2007,base.trunk.src.org.hsqldb.jdbc.pool,BaseConnectionWrapper,From
4243,2007,base.trunk.src.org.hsqldb.jdbc.pool,BaseConnectionWrapper,To
4244,2014,base.trunk.src.org.hsqldb.types,OtherType,From
4245,2014,base.trunk.src.org.hsqldb.types,OtherType,To
4246,2017,base.trunk.src.org.hsqldb,StatementProcedure,From
4247,2017,base.trunk.src.org.hsqldb,StatementProcedure,To
4248,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestPreparedSubQueries,From
4249,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestPreparedSubQueries,To
4250,2017,base.trunk.src.org.hsqldb.sample,FindFile,From
4251,2017,base.trunk.src.org.hsqldb.sample,FindFile,To
4252,2019,hsqldb.src.org.hsqldb.types,CharacterType,From
4253,2019,hsqldb.src.org.hsqldb.types,CharacterType,To
4254,2013,base.trunk.src.org.hsqldb.test,TestTextTable,From
4255,2013,base.trunk.src.org.hsqldb.test,TestTextTable,To
4256,2013,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybridExtended,From
4257,2013,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybridExtended,To
4258,2011,base.trunk.src.org.hsqldb.util,TransferSQLText,From
4259,2011,base.trunk.src.org.hsqldb.util,TransferSQLText,To
4260,2012,base.trunk.src.org.hsqldb.test,TestCascade,From
4261,2012,base.trunk.src.org.hsqldb.test,TestCascade,To
4262,2014,base.trunk.src.org.hsqldb,TransactionManagerCommon,From
4263,2014,base.trunk.src.org.hsqldb,TransactionManagerCommon,To
4264,2017,base.trunk.src.org.hsqldb.types,IntervalType,From
4265,2017,base.trunk.src.org.hsqldb.types,IntervalType,To
4266,2017,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorData,From
4267,2017,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorData,To
4268,2013,base.trunk.src.org.hsqldb.test,TestOdbcService,From
4269,2013,base.trunk.src.org.hsqldb.test,TestOdbcService,To
4270,2012,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorDataTable,From
4271,2012,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorDataTable,To
4272,2012,base.trunk.src.org.hsqldb.auth,AuthBeanMultiplexer,From
4273,2012,base.trunk.src.org.hsqldb.auth,AuthBeanMultiplexer,To
4274,2012,base.trunk.src.org.hsqldb.lib,IntKeyHashMapConcurrent,From
4275,2012,base.trunk.src.org.hsqldb.lib,IntKeyHashMapConcurrent,To
4276,2007,base.trunk.src.org.hsqldb.persist,ScaledRAFile,From
4277,2007,base.trunk.src.org.hsqldb.persist,ScaledRAFile,To
4278,2010,base.trunk.src.org.hsqldb.lib,StringComparator,From
4279,2010,base.trunk.src.org.hsqldb.lib,StringComparator,To
4280,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util.preprocessor,Preprocessor,From
4281,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util.preprocessor,Preprocessor,To
4282,2011,base.trunk.src.org.hsqldb.types,BlobDataID,From
4283,2011,base.trunk.src.org.hsqldb.types,BlobDataID,To
4284,2013,base.trunk.src.org.hsqldb.lib,HsqlArrayList,From
4285,2013,base.trunk.src.org.hsqldb.lib,HsqlArrayList,To
4286,2012,base.trunk.src.org.hsqldb.types,Collation,From
4287,2012,base.trunk.src.org.hsqldb.types,Collation,To
4288,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.index,MemoryNode,From
4289,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.index,MemoryNode,To
4290,2010,base.trunk.src.org.hsqldb,TableBase,From
4291,2010,base.trunk.src.org.hsqldb,TableBase,To
4292,2017,base.trunk.src.org.hsqldb.lib,WrapperIterator,From
4293,2017,base.trunk.src.org.hsqldb.lib,WrapperIterator,To
4294,2012,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,From
4295,2012,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,To
4296,2013,base.trunk.src.org.hsqldb,ParserDQL,From
4297,2013,base.trunk.src.org.hsqldb,ParserDQL,To
4298,2017,base.trunk.src.org.hsqldb.lib,LongDeque,From
4299,2017,base.trunk.src.org.hsqldb.lib,LongDeque,To
4300,2011,base.trunk.src.org.hsqldb.lib,HsqlTimer,From
4301,2011,base.trunk.src.org.hsqldb.lib,HsqlTimer,To
4302,2014,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,From
4303,2014,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,To
4304,2010,base.trunk.src.org.hsqldb.persist,RowStoreAVL,From
4305,2010,base.trunk.src.org.hsqldb.persist,RowStoreAVL,To
4306,2011,base.trunk.src.org.hsqldb.lib,IntKeyLongValueHashMap,From
4307,2011,base.trunk.src.org.hsqldb.lib,IntKeyLongValueHashMap,To
4308,2012,base.trunk.src.org.hsqldb.cmdline,SqlFile,From
4309,2012,base.trunk.src.org.hsqldb.cmdline,SqlFile,To
4310,2019,hsqldb.src.org.hsqldb.test,TestPreparedStatements,From
4311,2019,hsqldb.src.org.hsqldb.test,TestPreparedStatements,To
4312,2012,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybrid,From
4313,2012,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybrid,To
4314,2019,hsqldb.src.org.hsqldb,FunctionSQL,From
4315,2019,hsqldb.src.org.hsqldb,FunctionSQL,To
4316,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,OrderedHashSet,From
4317,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,OrderedHashSet,To
4318,2011,base.trunk.src.org.hsqldb.test,TestDbBackup,From
4319,2011,base.trunk.src.org.hsqldb.test,TestDbBackup,To
4320,2010,base.trunk.src.org.hsqldb.types,Types,From
4321,2010,base.trunk.src.org.hsqldb.types,Types,To
4322,2014,base.trunk.src.org.hsqldb.server,PgType,From
4323,2014,base.trunk.src.org.hsqldb.server,PgType,To
4324,2012,base.trunk.src.org.hsqldb.rowio,RowInputTextLog,From
4325,2012,base.trunk.src.org.hsqldb.rowio,RowInputTextLog,To
4326,2019,hsqldb.src.org.hsqldb.types,TimestampData,From
4327,2019,hsqldb.src.org.hsqldb.types,TimestampData,To
4328,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestBug1191815,From
4329,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestBug1191815,To
4330,2011,base.trunk.src.org.hsqldb.types,TimeData,From
4331,2011,base.trunk.src.org.hsqldb.types,TimeData,To
4332,2012,base.trunk.src.org.hsqldb.rowio,RowInputText,From
4333,2012,base.trunk.src.org.hsqldb.rowio,RowInputText,To
4334,2011,base.trunk.src.org.hsqldb,FunctionSQLInvoked,From
4335,2011,base.trunk.src.org.hsqldb,FunctionSQLInvoked,To
4336,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.jdbc,JDBCBlobClient,From
4337,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.jdbc,JDBCBlobClient,To
4338,2011,base.trunk.src.org.hsqldb,RangeVariable,From
4339,2011,base.trunk.src.org.hsqldb,RangeVariable,To
4340,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,LineGroupReader,From
4341,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,LineGroupReader,To
4342,2014,base.trunk.src.org.hsqldb.types,NullType,From
4343,2014,base.trunk.src.org.hsqldb.types,NullType,To
4344,2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceFactoryTest,From
4345,2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceFactoryTest,To
4346,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,From
4347,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,To
4348,2011,base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,From
4349,2011,base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,To
4350,2013,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,From
4351,2013,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,To
4352,2011,base.trunk.src.org.hsqldb.lib,OrderedLongKeyHashMap,From
4353,2011,base.trunk.src.org.hsqldb.lib,OrderedLongKeyHashMap,To
4354,2019,hsqldb.src.org.hsqldb.jdbc,JDBCArrayBasic,From
4355,2019,hsqldb.src.org.hsqldb.jdbc,JDBCArrayBasic,To
4356,2012,base.trunk.src.org.hsqldb.jdbc,JDBCStatement,From
4357,2012,base.trunk.src.org.hsqldb.jdbc,JDBCStatement,To
4358,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.rights,Grantee,From
4359,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.rights,Grantee,To
4360,2017,base.trunk.src.org.hsqldb.test,TestNullInUnion,From
4361,2017,base.trunk.src.org.hsqldb.test,TestNullInUnion,To
4362,2007,base.trunk.src.org.hsqldb.index,DiskNode,From
4363,2007,base.trunk.src.org.hsqldb.index,DiskNode,To
4364,2019,hsqldb.src.org.hsqldb.map,ReusableObjectCache,From
4365,2019,hsqldb.src.org.hsqldb.map,ReusableObjectCache,To
4366,2013,base.trunk.src.org.hsqldb.persist,TextCache,From
4367,2013,base.trunk.src.org.hsqldb.persist,TextCache,To
4368,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.util,ZaurusEditor,From
4369,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.util,ZaurusEditor,To
4370,2017,base.trunk.src.org.hsqldb.test,TestHTTPKeepAlive,From
4371,2017,base.trunk.src.org.hsqldb.test,TestHTTPKeepAlive,To
4372,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,Scanner,From
4373,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,Scanner,To
4374,2013,base.trunk.src.org.hsqldb.lib,HsqlDeque,From
4375,2013,base.trunk.src.org.hsqldb.lib,HsqlDeque,To
4376,2013,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,From
4377,2013,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,To
4378,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,StatementSimple,From
4379,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,StatementSimple,To
4380,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestMerge,From
4381,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestMerge,To
4382,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,ExpressionAggregate,From
4383,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb,ExpressionAggregate,To
4384,2010,base.trunk.src.org.hsqldb.lib,FrameworkLogger,From
4385,2010,base.trunk.src.org.hsqldb.lib,FrameworkLogger,To
4386,2012,base.trunk.src.org.hsqldb.util.preprocessor,Defines,From
4387,2012,base.trunk.src.org.hsqldb.util.preprocessor,Defines,To
4388,2013,base.trunk.src.org.hsqldb.lib,HashMap,From
4389,2013,base.trunk.src.org.hsqldb.lib,HashMap,To
4390,2010,base.trunk.src.org.hsqldb.lib,HsqlArrayHeap,From
4391,2010,base.trunk.src.org.hsqldb.lib,HsqlArrayHeap,To
4392,2007,base.trunk.test.org.hsqldb.jdbc,jdbcSavepointTest,From
4393,2007,base.trunk.test.org.hsqldb.jdbc,jdbcSavepointTest,To
4394,2011,base.trunk.src.org.hsqldb.server,Server,From
4395,2011,base.trunk.src.org.hsqldb.server,Server,To
4396,2014,base.trunk.src.org.hsqldb,RangeVariableResolver,From
4397,2014,base.trunk.src.org.hsqldb,RangeVariableResolver,To
4398,2010,base.trunk.src.org.hsqldb.persist,DataFileCacheSession,From
4399,2010,base.trunk.src.org.hsqldb.persist,DataFileCacheSession,To
4400,2012,base.trunk.src.org.hsqldb.test,TestCacheSize,From
4401,2012,base.trunk.src.org.hsqldb.test,TestCacheSize,To
4402,2010,base.trunk.src.org.hsqldb.test,AllSimpleTests,From
4403,2010,base.trunk.src.org.hsqldb.test,AllSimpleTests,To
4404,2019,hsqldb.src.org.hsqldb.server,PgType,From
4405,2019,hsqldb.src.org.hsqldb.server,PgType,To
4406,2019,hsqldb.src.org.hsqldb,StatementExpression,From
4407,2019,hsqldb.src.org.hsqldb,StatementExpression,To
4408,2011,base.trunk.src.org.hsqldb,TransactionManager2PL,From
4409,2011,base.trunk.src.org.hsqldb,TransactionManager2PL,To
4410,2013,base.trunk.src.org.hsqldb.test,TestGroupByHaving,From
4411,2013,base.trunk.src.org.hsqldb.test,TestGroupByHaving,To
4412,2007,base.trunk.src.org.hsqldb.rights,GranteeManager,From
4413,2007,base.trunk.src.org.hsqldb.rights,GranteeManager,To
4414,2017,base.trunk.src.org.hsqldb,FunctionCustom,From
4415,2017,base.trunk.src.org.hsqldb,FunctionCustom,To
4416,2007,base.trunk.src.org.hsqldb.types,OtherType,From
4417,2007,base.trunk.src.org.hsqldb.types,OtherType,To
4418,2019,hsqldb.src.org.hsqldb.scriptio,ScriptWriterText,From
4419,2019,hsqldb.src.org.hsqldb.scriptio,ScriptWriterText,To
4420,2017,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,From
4421,2017,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,To
4422,2013,base.trunk.src.org.hsqldb.lib,OrderedHashSet,From
4423,2013,base.trunk.src.org.hsqldb.lib,OrderedHashSet,To
4424,2012,base.trunk.src.org.hsqldb,ExpressionArrayAggregate,From
4425,2012,base.trunk.src.org.hsqldb,ExpressionArrayAggregate,To
4426,2017,base.trunk.src.org.hsqldb.jdbc,JDBCResultSet,From
4427,2017,base.trunk.src.org.hsqldb.jdbc,JDBCResultSet,To
4428,2011,base.trunk.src.org.hsqldb,RangeVariableJoined,From
4429,2011,base.trunk.src.org.hsqldb,RangeVariableJoined,To
4430,2017,base.trunk.src.org.hsqldb,Database,From
4431,2017,base.trunk.src.org.hsqldb,Database,To
4432,2013,base.trunk.src.org.hsqldb,NumberSequence,From
4433,2013,base.trunk.src.org.hsqldb,NumberSequence,To
4434,2007,base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,From
4435,2007,base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,To
4436,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongDeque,From
4437,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongDeque,To
4438,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.types,CharacterType,From
4439,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.types,CharacterType,To
4440,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestBug808460,From
4441,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestBug808460,To
4442,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestCascade,From
4443,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestCascade,To
4444,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,From
4445,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,To
4446,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.jdbc,JDBCDataSource,From
4447,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.jdbc,JDBCDataSource,To
4448,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,TransferSQLText,From
4449,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,TransferSQLText,To
4450,2007,base.trunk.src.org.hsqldb.types,NullType,From
4451,2007,base.trunk.src.org.hsqldb.types,NullType,To
4452,2014,base.trunk.src.org.hsqldb.persist,CachedObjectBase,From
4453,2014,base.trunk.src.org.hsqldb.persist,CachedObjectBase,To
4454,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,HsqlTaskQueue,From
4455,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.lib,HsqlTaskQueue,To
4456,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,ArrayListIdentity,From
4457,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.lib,ArrayListIdentity,To
4458,2014,base.trunk.src.org.hsqldb.types,RowType,From
4459,2014,base.trunk.src.org.hsqldb.types,RowType,To
4460,2007,base.trunk.src.org.hsqldb.test,TestPreparedSubQueries,From
4461,2007,base.trunk.src.org.hsqldb.test,TestPreparedSubQueries,To
4462,2019,hsqldb.src.org.hsqldb.persist,CachedObjectBase,From
4463,2019,hsqldb.src.org.hsqldb.persist,CachedObjectBase,To
4464,2013,base.trunk.src.org.hsqldb,ExpressionLike,From
4465,2013,base.trunk.src.org.hsqldb,ExpressionLike,To
4466,2017,base.trunk.src.org.hsqldb,ParserTable,From
4467,2017,base.trunk.src.org.hsqldb,ParserTable,To
4468,2007,base.trunk.src.org.hsqldb.index,MemoryNode,From
4469,2007,base.trunk.src.org.hsqldb.index,MemoryNode,To
4470,2017,base.trunk.src.org.hsqldb.lib.tar,DbBackup,From
4471,2017,base.trunk.src.org.hsqldb.lib.tar,DbBackup,To
4472,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,OrderedHashSet,From
4473,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,OrderedHashSet,To
4474,2007,base.trunk.src.org.hsqldb.test,JDBCBench,From
4475,2007,base.trunk.src.org.hsqldb.test,JDBCBench,To
4476,2007,base.trunk.src.org.hsqldb.lib,Sort,From
4477,2007,base.trunk.src.org.hsqldb.lib,Sort,To
4478,2010,base.trunk.src.org.hsqldb.util.preprocessor,Preprocessor,From
4479,2010,base.trunk.src.org.hsqldb.util.preprocessor,Preprocessor,To
4480,2012,base.trunk.src.org.hsqldb.auth,JaasAuthBean,From
4481,2012,base.trunk.src.org.hsqldb.auth,JaasAuthBean,To
4482,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,Schema,From
4483,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,Schema,To
4484,2010,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,From
4485,2010,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,To
4486,2012,base.trunk.src.org.hsqldb,TriggerDef,From
4487,2012,base.trunk.src.org.hsqldb,TriggerDef,To
4488,2011,base.trunk.src.org.hsqldb.index,NodeAVLDisk,From
4489,2011,base.trunk.src.org.hsqldb.index,NodeAVLDisk,To
4490,2010,base.trunk.src.org.hsqldb.lib,HashSet,From
4491,2010,base.trunk.src.org.hsqldb.lib,HashSet,To
4492,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.types,ArrayType,From
4493,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.types,ArrayType,To
4494,2012,base.trunk.src.org.hsqldb.jdbc,JDBCColumnMetaData,From
4495,2012,base.trunk.src.org.hsqldb.jdbc,JDBCColumnMetaData,To
4496,2014,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,From
4497,2014,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,To
4498,2011,base.trunk.src.org.hsqldb.rights,Grantee,From
4499,2011,base.trunk.src.org.hsqldb.rights,Grantee,To
4500,2010,base.trunk.src.org.hsqldb.jdbc,JDBCParameterMetaData,From
4501,2010,base.trunk.src.org.hsqldb.jdbc,JDBCParameterMetaData,To
4502,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestScripts,From
4503,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestScripts,To
4504,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.persist,LobStoreRAFile,From
4505,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.persist,LobStoreRAFile,To
4506,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,From
4507,2009,hsqldb-svn-r2957.base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,To
4508,2014,base.trunk.src.org.hsqldb.jdbc,JDBCArrayBasic,From
4509,2014,base.trunk.src.org.hsqldb.jdbc,JDBCArrayBasic,To
4510,2019,hsqldb.src.org.hsqldb,Constraint,From
4511,2019,hsqldb.src.org.hsqldb,Constraint,To
4512,2007,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,From
4513,2007,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,To
4514,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,SQLFunction,From
4515,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,SQLFunction,To
4516,2013,base.trunk.src.org.hsqldb.lib,OrderedIntHashSet,From
4517,2013,base.trunk.src.org.hsqldb.lib,OrderedIntHashSet,To
4518,2012,base.trunk.src.org.hsqldb.types,BinaryType,From
4519,2012,base.trunk.src.org.hsqldb.types,BinaryType,To
4520,2012,base.trunk.src.org.hsqldb.persist,ScaledRAFileSimple,From
4521,2012,base.trunk.src.org.hsqldb.persist,ScaledRAFileSimple,To
4522,2011,base.trunk.src.org.hsqldb.jdbc,JDBCArray,From
4523,2011,base.trunk.src.org.hsqldb.jdbc,JDBCArray,To
4524,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,QueryExpression,From
4525,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb,QueryExpression,To
4526,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,From
4527,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,To
4528,2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcPreparedStatementTest,From
4529,2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcPreparedStatementTest,To
4530,2014,base.trunk.src.org.hsqldb.rowio,RowOutputBinary,From
4531,2014,base.trunk.src.org.hsqldb.rowio,RowOutputBinary,To
4532,2014,base.trunk.src.org.hsqldb.test,TestBug778213,From
4533,2014,base.trunk.src.org.hsqldb.test,TestBug778213,To
4534,2013,base.trunk.src.org.hsqldb.util,ConnectionDialog,From
4535,2013,base.trunk.src.org.hsqldb.util,ConnectionDialog,To
4536,2014,base.trunk.src.org.hsqldb.util,Tree,From
4537,2014,base.trunk.src.org.hsqldb.util,Tree,To
4538,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,Tree,From
4539,2015,hsqldb-svn-r5454.base.trunk.src.org.hsqldb.util,Tree,To
4540,2012,base.trunk.src.org.hsqldb,RowAVLDisk,From
4541,2012,base.trunk.src.org.hsqldb,RowAVLDisk,To
4542,2012,base.trunk.src.org.hsqldb,StatementProcedure,From
4543,2012,base.trunk.src.org.hsqldb,StatementProcedure,To
4544,2012,base.trunk.src.org.hsqldb.sample,FindFile,From
4545,2012,base.trunk.src.org.hsqldb.sample,FindFile,To
4546,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.navigator,DataRowSetNavigator,From
4547,2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.navigator,DataRowSetNavigator,To
4548,2013,base.trunk.src.org.hsqldb.types,BitType,From
4549,2013,base.trunk.src.org.hsqldb.types,BitType,To
