versionDate,packageName,className,classSize,duplicateCount,duplicateLines,largestDuplicate
2013,base.trunk.src.org.hsqldb.persist,RAShadowFile,207,4,33,12
2008,base.trunk.src.org.hsqldb.lib,DoubleIntIndex,396,18,133,11
2010,base.trunk.src.org.hsqldb.lib.tar,RB,122,2,49,37
2009,base.trunk.src.org.hsqldb.lib,SimpleLog,94,2,16,8
2019,base.trunk.src.org.hsqldb.persist,Crypto,148,2,20,10
2017,base.trunk.src.org.hsqldb.jdbc,JDBCClob,218,5,32,7
2014,base.trunk.src.org.hsqldb.lib,LineGroupReader,121,1,5,5
2017,base.trunk.src.org.hsqldb.lib,FileArchiver,137,4,26,8
2019,base.trunk.src.org.hsqldb,ParserCommand,1615,22,202,17
2013,base.trunk.src.org.hsqldb.lib,IntValueHashMap,159,22,172,16
2008,base.trunk.src.org.hsqldb.test,TestBug808460,35,2,11,6
2015,base.trunk.src.org.hsqldb.lib,OrderedIntKeyHashMap,137,21,241,20
2013,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,191,10,55,9
2017,base.trunk.src.org.hsqldb.lib.tar,DbBackup,251,4,70,32
2014,base.trunk.src.org.hsqldb.test,TestMultiInsert,91,6,47,11
2008,base.trunk.src.org.hsqldb,RangeVariableResolver,371,1,5,5
2012,base.trunk.src.org.hsqldb.lib,OrderedLongKeyHashMap,145,15,166,19
2017,base.trunk.src.org.hsqldb.scriptio,ScriptReaderText,195,1,6,6
2017,base.trunk.src.org.hsqldb.result,ResultMetaData,351,3,21,8
2012,base.trunk.src.org.hsqldb.test,TestBase,91,1,5,5
2013,base.trunk.src.org.hsqldb.lib,FrameworkLogger,298,3,20,8
2012,base.trunk.src.org.hsqldb.types,BlobType,150,16,106,13
2007,base.trunk.src.org.hsqldb.store,BitMap,346,13,107,13
2017,base.trunk.src.org.hsqldb.lib,HsqlByteArrayOutputStream,245,1,5,5
2019,base.trunk.src.org.hsqldb,ParserDDL,3796,110,732,16
2019,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,1904,60,528,58
2010,base.trunk.src.org.hsqldb.cmdline,SqlTool,544,1,5,5
2007,base.trunk.src.org.hsqldb.rowio,RowOutputBinary,302,5,42,10
2011,base.trunk.src.org.hsqldb.lib,DoubleIntIndex,443,20,135,8
2007,base.trunk.src.org.hsqldb.lib,IntValueHashMap,159,18,141,16
2007,base.trunk.src.org.hsqldb.lib,ZipUnzipFile,92,4,26,8
2012,base.trunk.src.org.hsqldb.lib,WrapperIterator,95,2,14,9
2009,base.trunk.src.org.hsqldb.test,JDBCBench,801,15,97,12
2012,base.trunk.src.org.hsqldb.server,Server,1107,5,33,9
2007,base.trunk.src.org.hsqldb.server,HsqlSocketFactorySecure,171,2,16,8
2015,base.trunk.src.org.hsqldb.lib,InputStreamWrapper,64,4,25,7
2010,base.trunk.src.org.hsqldb.test,TestGroupByHaving,182,8,52,9
2015,base.trunk.src.org.hsqldb.lib,OrderedHashSet,115,2,11,6
2019,base.trunk.src.org.hsqldb.server,HsqlSocketFactorySecure,173,2,16,8
2015,base.trunk.src.org.hsqldb,ExpressionValue,52,5,37,12
2011,base.trunk.src.org.hsqldb.persist,ScriptRunner,195,2,10,5
2011,base.trunk.src.org.hsqldb.test,TestHashStructures,394,10,66,10
2012,base.trunk.src.org.hsqldb,RangeVariableJoined,207,2,26,15
2012,base.trunk.src.org.hsqldb,TransactionManagerCommon,533,21,134,8
2019,base.trunk.src.org.hsqldb.types,OtherType,111,9,56,10
2011,base.trunk.src.org.hsqldb.cmdline,SqltoolRB,284,2,49,37
2010,base.trunk.src.org.hsqldb.util,DatabaseManager,958,31,291,42
2012,base.trunk.src.org.hsqldb.jdbc,JDBCStatementBase,140,1,5,5
2019,base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,116,7,41,6
2010,base.trunk.src.org.hsqldb.test,TestAllTypes,291,10,61,9
2017,base.trunk.src.org.hsqldb.rowio,RowInputBase,183,3,25,10
2013,base.trunk.src.org.hsqldb.jdbc,JDBCPreparedStatement,1537,38,280,19
2015,base.trunk.src.org.hsqldb.persist,RowStoreAVL,450,2,12,7
2012,base.trunk.src.org.hsqldb.rights,GranteeManager,447,6,32,6
2011,base.trunk.src.org.hsqldb.lib,StringComparator,16,2,13,8
2017,base.trunk.src.org.hsqldb.persist,DataFileCacheSession,58,3,18,7
2008,base.trunk.src.org.hsqldb.rights,GranteeManager,342,5,43,14
2007,base.trunk.src.org.hsqldb.types,TimeData,51,2,13,8
2014,base.trunk.src.org.hsqldb,SchemaObjectSet,398,15,108,12
2017,base.trunk.src.org.hsqldb.map,BitMap,490,11,89,13
2019,base.trunk.src.org.hsqldb,StatementExpression,106,13,126,24
2009,base.trunk.src.org.hsqldb.types,ClobType,116,14,102,13
2009,base.trunk.src.org.hsqldb.lib,RefCapablePropertyResourceBundle,271,5,43,14
2014,base.trunk.src.org.hsqldb.jdbc,JDBCPool,210,1,5,5
2011,base.trunk.src.org.hsqldb.test,TestDateTime,181,6,64,16
2013,base.trunk.src.org.hsqldb.auth,AuthBeanMultiplexer,121,2,13,8
2007,base.trunk.src.org.hsqldb.test,TestBug778213,105,7,40,9
2019,base.trunk.src.org.hsqldb.server,OdbcUtil,204,6,51,11
2012,base.trunk.src.org.hsqldb,RangeVariable,1245,15,103,15
2015,base.trunk.src.org.hsqldb.lib,DataOutputStream,117,3,16,6
2009,base.trunk.src.org.hsqldb.test,TestDateTime,181,6,64,16
2017,base.trunk.src.org.hsqldb.cmdline,SqlTool,544,1,5,5
2008,base.trunk.src.org.hsqldb.lib,ZipUnzipFile,92,4,26,8
2007,base.trunk.src.org.hsqldb.persist,LockFile,638,9,57,11
2014,base.trunk.src.org.hsqldb.test,TestViewAsterisks,349,4,30,10
2019,base.trunk.src.org.hsqldb.test,TestSubQueriesInPreparedStatements,84,2,10,5
2011,base.trunk.src.org.hsqldb.persist,Crypto,148,2,20,10
2008,base.trunk.src.org.hsqldb.rowio,RowInputText,353,33,230,11
2011,base.trunk.src.org.hsqldb.rights,Grantee,712,20,154,15
2008,base.trunk.src.org.hsqldb.lib,OrderedHashSet,72,2,11,6
2017,base.trunk.src.org.hsqldb.test,TestGroupByHaving,182,8,52,9
2017,base.trunk.src.org.hsqldb.persist,TextFileReader16,67,4,26,9
2019,base.trunk.src.org.hsqldb.util,HsqldbTransferHelper,52,2,10,5
2011,base.trunk.src.org.hsqldb.test,TestCascade,98,2,10,5
2009,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,149,7,41,9
2010,base.trunk.src.org.hsqldb.scriptio,ScriptReaderText,195,1,6,6
2012,base.trunk.src.org.hsqldb.util,Grid,278,8,77,20
2010,base.trunk.src.org.hsqldb.result,ResultMetaData,351,3,21,8
2013,base.trunk.src.org.hsqldb.scriptio,ScriptReaderDecode,80,1,6,6
2019,base.trunk.src.org.hsqldb,ExpressionLike,244,1,5,5
2014,base.trunk.src.org.hsqldb,StatementInsert,118,2,14,7
2013,base.trunk.src.org.hsqldb,QueryExpression,690,6,38,12
2010,base.trunk.src.org.hsqldb.lib,HsqlByteArrayOutputStream,245,1,5,5
2015,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,115,15,144,16
2008,base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,188,7,53,10
2014,base.trunk.src.org.hsqldb,TransactionManagerMV2PL,288,22,259,25
2019,base.trunk.src.org.hsqldb.rights,Grantee,710,20,154,15
2012,base.trunk.src.org.hsqldb.rowio,RowInputBinary180,44,1,6,6
2008,base.trunk.src.org.hsqldb.test,TestLobs,107,2,10,5
2010,base.trunk.src.org.hsqldb.lib,HashMap,122,16,157,22
2007,base.trunk.src.org.hsqldb.test,TestBug808460,35,2,11,6
2007,base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceFactoryTest,54,4,27,8
2012,base.trunk.src.org.hsqldb,RowAVLDiskData,121,2,16,9
2010,base.trunk.src.org.hsqldb.lib,FileArchiver,137,4,26,8
2013,base.trunk.src.org.hsqldb,ExpressionValue,51,7,52,11
2010,base.trunk.src.org.hsqldb.jdbc,JDBCClob,218,5,32,7
2009,base.trunk.src.org.hsqldb.test,TestCollation,139,1,5,5
2015,base.trunk.src.org.hsqldb.map,ValuePoolHashMap,241,33,224,19
2014,base.trunk.src.org.hsqldb,ExpressionColumnAccessor,87,2,15,8
2013,base.trunk.src.org.hsqldb.lib,OrderedIntHashSet,82,6,44,11
2013,base.trunk.src.org.hsqldb,QuerySpecification,1723,12,75,12
2013,base.trunk.src.org.hsqldb.lib,HsqlArrayList,210,4,29,8
2013,base.trunk.src.org.hsqldb,Expression,1328,44,331,18
2014,base.trunk.src.org.hsqldb.persist,DataSpaceManagerBlocks,827,14,78,7
2009,base.trunk.src.org.hsqldb.util,Tree,253,10,101,20
2012,base.trunk.src.org.hsqldb,SessionData,471,10,66,12
2013,base.trunk.src.org.hsqldb.rowio,RowOutputText,241,3,28,11
2012,base.trunk.src.org.hsqldb.types,ClobInputStream,95,4,51,22
2015,base.trunk.src.org.hsqldb.jdbc,JDBCResultSet,1616,39,275,14
2011,base.trunk.src.org.hsqldb.sample,TriggerSample,285,4,26,8
2011,base.trunk.src.org.hsqldb.test,TestCollation,139,1,5,5
2009,base.trunk.src.org.hsqldb,ColumnSchema,177,5,36,9
2017,base.trunk.src.org.hsqldb.lib.tar,RB,122,2,49,37
2009,base.trunk.src.org.hsqldb.lib,LongValueHashMap,127,16,107,14
2014,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,182,1,15,15
2019,base.trunk.src.org.hsqldb.cmdline.sqltool,SqlFileScanner,773,5,33,9
2007,base.trunk.test.org.hsqldb.jdbc,JdbcTestCase,550,3,25,10
2009,base.trunk.src.org.hsqldb,SchemaManager,1024,21,146,12
2014,base.trunk.src.org.hsqldb.scriptio,ScriptWriterText,205,1,6,6
2009,base.trunk.src.org.hsqldb.jdbc,JDBCDataSource,86,5,41,11
2009,base.trunk.src.org.hsqldb.util,ZaurusDatabaseManager,469,21,189,37
2013,base.trunk.src.org.hsqldb.util,CodeSwitcher,295,4,22,6
2011,base.trunk.src.org.hsqldb.types,IntervalSecondData,97,1,8,8
2007,base.trunk.src.org.hsqldb.types,NullType,61,1,5,5
2012,base.trunk.src.org.hsqldb.lib,FileUtil,300,1,15,15
2013,base.trunk.src.org.hsqldb,StatementCompound,589,13,118,26
2012,base.trunk.src.org.hsqldb.store,ReusableObjectCache,21,1,5,5
2015,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,182,1,15,15
2013,base.trunk.src.org.hsqldb.jdbc,JDBCBlobClient,161,5,32,7
2010,base.trunk.src.org.hsqldb.jdbc,JDBCSQLXML,1066,12,87,8
2013,base.trunk.src.org.hsqldb,SetFunction,470,6,46,12
2019,base.trunk.src.org.hsqldb.index,NodeAVLDisk,340,35,292,32
2019,base.trunk.src.org.hsqldb.test,TestOdbcTypes,1282,183,2036,25
2019,base.trunk.src.org.hsqldb,FunctionSQL,1586,35,272,15
2011,base.trunk.src.org.hsqldb.types,ArrayType,348,21,172,17
2010,base.trunk.src.org.hsqldb,DatabaseManager,270,8,62,9
2010,base.trunk.src.org.hsqldb.test,TestUpdatableResultSets,115,4,32,11
2008,base.trunk.src.org.hsqldb.store,ReusableObjectCache,21,1,5,5
2017,base.trunk.src.org.hsqldb.lib,StringUtil,204,9,73,11
2015,base.trunk.src.org.hsqldb.jdbc,JDBCParameterMetaData,157,5,36,11
2007,base.trunk.src.org.hsqldb.util.preprocessor,Preprocessor,418,4,26,7
2011,base.trunk.src.org.hsqldb.persist,Logger,1466,2,10,5
2015,base.trunk.src.org.hsqldb.map,ReusableObjectCache,21,1,5,5
2019,base.trunk.src.org.hsqldb.types,TimestampData,55,2,17,10
2019,base.trunk.src.org.hsqldb,StatementSchemaDefinition,143,8,61,13
2019,base.trunk.src.org.hsqldb.result,ResultMetaData,355,3,21,8
2019,base.trunk.src.org.hsqldb.test,TestTextTables,161,4,22,6
2013,base.trunk.src.org.hsqldb.lib,CharArrayWriter,98,1,5,5
2013,base.trunk.src.org.hsqldb.lib,DataOutputStream,77,2,10,5
2015,base.trunk.src.org.hsqldb.lib,HsqlArrayHeap,128,1,6,6
2007,base.trunk.src.org.hsqldb.types,Type,825,7,56,12
2019,base.trunk.src.org.hsqldb,Session,1446,7,55,12
2015,base.trunk.src.org.hsqldb.rights,Grantee,732,22,166,15
2017,base.trunk.src.org.hsqldb.persist,TextCache,306,6,33,6
2015,base.trunk.src.org.hsqldb.auth,LdapAuthBean,264,2,11,6
2014,base.trunk.src.org.hsqldb,ExpressionLike,255,3,15,5
2015,base.trunk.src.org.hsqldb.test,TestHashStructures,394,10,66,10
2009,base.trunk.src.org.hsqldb.test,TestKarl,179,2,20,10
2012,base.trunk.src.org.hsqldb.lib,LongKeyHashMap,161,20,214,19
2012,base.trunk.src.org.hsqldb.test,TestBug785429,86,3,18,7
2015,base.trunk.src.org.hsqldb.lib,OrderedIntHashSet,82,7,49,11
2013,base.trunk.src.org.hsqldb.test,TestSql,651,15,216,94
2012,base.trunk.src.org.hsqldb.lib,IntKeyLongValueHashMap,45,5,34,13
2008,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,123,19,216,22
2015,base.trunk.src.org.hsqldb,FunctionCustom,3052,39,256,11
2015,base.trunk.src.org.hsqldb.cmdline,SqlFile,4629,46,312,17
2009,base.trunk.src.org.hsqldb.test,TestSubselect,263,3,16,6
2013,base.trunk.src.org.hsqldb.test,TestLobs,635,29,294,38
2009,base.trunk.src.org.hsqldb,StatementDMQL,475,9,79,28
2019,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,4847,286,2346,54
2008,base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementWhileClosedTest,1117,4,31,9
2010,base.trunk.src.org.hsqldb.test,TestCollation,139,1,5,5
2010,base.trunk.src.org.hsqldb.sample,TriggerSample,285,4,26,8
2012,base.trunk.src.org.hsqldb.persist,RowStoreAVL,357,1,7,7
2014,base.trunk.src.org.hsqldb.types,BlobDataID,161,10,75,14
2015,base.trunk.src.org.hsqldb,Database,560,2,12,7
2012,base.trunk.src.org.hsqldb,Database,475,1,5,5
2010,base.trunk.src.org.hsqldb.cmdline,SqltoolRB,284,2,49,37
2008,base.trunk.src.org.hsqldb.jdbc,jdbcStatement,310,12,151,21
2009,base.trunk.src.org.hsqldb.util.preprocessor,BasicResolver,33,1,6,6
2011,base.trunk.src.org.hsqldb.test,TestPreparedStatements,150,3,23,9
2009,base.trunk.src.org.hsqldb,SetFunction,378,8,69,16
2008,base.trunk.src.org.hsqldb.util.preprocessor,Document,200,1,5,5
2012,base.trunk.src.org.hsqldb.test,HsqldbTestCase,83,1,5,5
2013,base.trunk.src.org.hsqldb,RowAVLDiskData,121,3,22,9
2013,base.trunk.src.org.hsqldb,ParserRoutine,1504,35,263,15
2013,base.trunk.src.org.hsqldb.lib,LongDeque,196,13,90,14
2017,base.trunk.src.org.hsqldb,Table,1907,26,184,14
2009,base.trunk.src.org.hsqldb,ExpressionOp,338,23,245,19
2011,base.trunk.src.org.hsqldb.auth,HsqldbSlaveAuthBean,95,1,5,5
2009,base.trunk.src.org.hsqldb.test,TestBatchExecution,221,6,43,10
2010,base.trunk.src.org.hsqldb.persist,Logger,1466,2,10,5
2015,base.trunk.src.org.hsqldb.lib,HashMap,130,21,197,19
2011,base.trunk.src.org.hsqldb.test,TestUpdatableResultSets,115,4,32,11
2008,base.trunk.src.org.hsqldb.dbinfo,DIProcedureInfo,412,1,7,7
2011,base.trunk.src.org.hsqldb,DatabaseManager,270,8,62,9
2009,base.trunk.src.org.hsqldb.rowio,RowOutputBinary,265,4,33,10
2009,base.trunk.src.org.hsqldb,Schema,176,5,32,8
2019,base.trunk.src.org.hsqldb.persist,HsqlProperties,359,2,10,5
2010,base.trunk.src.org.hsqldb.test,TestCascade,98,2,10,5
2019,base.trunk.src.org.hsqldb,TableDerived,294,1,5,5
2010,base.trunk.src.org.hsqldb.rights,Grantee,712,20,154,15
2009,base.trunk.src.org.hsqldb,TriggerDef,293,9,81,18
2017,base.trunk.src.org.hsqldb.persist,ScriptRunner,195,2,10,5
2014,base.trunk.src.org.hsqldb.persist,LockFile,638,10,65,11
2010,base.trunk.src.org.hsqldb.persist,Crypto,148,2,20,10
2013,base.trunk.src.org.hsqldb.rights,Right,693,4,22,6
2017,base.trunk.src.org.hsqldb.test,TestHashStructures,394,10,66,10
2014,base.trunk.src.org.hsqldb,TableWorks,871,12,76,11
2019,base.trunk.src.org.hsqldb.map,BaseHashMap,1180,44,356,26
2012,base.trunk.src.org.hsqldb,RangeVariableResolver,929,9,49,7
2013,base.trunk.src.org.hsqldb.rowio,RowInputTextLog,354,4,28,8
2013,base.trunk.src.org.hsqldb,FunctionCustom,2469,25,155,10
2009,base.trunk.src.org.hsqldb.result,ResultLob,356,7,37,6
2010,base.trunk.src.org.hsqldb.test,TestDateTime,181,6,64,16
2017,base.trunk.src.org.hsqldb,ExpressionArrayAggregate,265,12,113,23
2009,base.trunk.src.org.hsqldb.jdbc,JDBCClobClient,96,2,13,7
2014,base.trunk.src.org.hsqldb.lib,InputStreamWrapper,53,2,23,12
2015,base.trunk.src.org.hsqldb.persist,TextCache,296,5,27,6
2010,base.trunk.src.org.hsqldb.lib,StringComparator,16,2,13,8
2017,base.trunk.src.org.hsqldb.test,TestDatetimeSimple,189,3,16,6
2017,base.trunk.src.org.hsqldb.server,ServerProperties,196,1,5,5
2012,base.trunk.src.org.hsqldb,StatementSet,275,14,152,24
2011,base.trunk.src.org.hsqldb.util,DatabaseManager,958,31,291,42
2011,base.trunk.src.org.hsqldb.test,TestAllTypes,291,10,61,9
2013,base.trunk.src.org.hsqldb,StatementSchema,1185,29,212,17
2007,base.trunk.src.org.hsqldb.util,TransferCommon,67,2,10,5
2019,base.trunk.src.org.hsqldb.lib,FrameworkLogger,301,3,20,8
2014,base.trunk.src.org.hsqldb.persist,LobStoreRAFile,100,5,31,11
2011,base.trunk.src.org.hsqldb.jdbc,JDBCClob,218,5,32,7
2009,base.trunk.src.org.hsqldb.util,HsqldbTransferHelper,52,2,10,5
2011,base.trunk.src.org.hsqldb.lib,FileArchiver,137,4,26,8
2009,base.trunk.src.org.hsqldb,StatementProcedure,134,2,11,6
2008,base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,140,1,7,7
2011,base.trunk.src.org.hsqldb.lib,HashMap,122,16,157,22
2012,base.trunk.src.org.hsqldb,StatementResultUpdate,145,3,38,28
2019,base.trunk.src.org.hsqldb.persist,BlockObjectStore,75,2,10,5
2015,base.trunk.src.org.hsqldb.server,ServerConnection,1193,16,96,8
2008,base.trunk.src.org.hsqldb.types,BlobInputStream,72,3,41,19
2014,base.trunk.src.org.hsqldb.lib.tar,TarReader,466,5,51,29
2011,base.trunk.src.org.hsqldb.lib,HsqlByteArrayOutputStream,245,1,5,5
2015,base.trunk.src.org.hsqldb.sample,TriggerSample,284,4,26,8
2013,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,107,19,242,25
2011,base.trunk.src.org.hsqldb.result,ResultMetaData,351,3,21,8
2008,base.trunk.src.org.hsqldb.types,DistinctType,145,5,133,75
2011,base.trunk.src.org.hsqldb.scriptio,ScriptReaderText,195,1,6,6
2019,base.trunk.src.org.hsqldb.util.preprocessor,Defines,125,3,19,7
2014,base.trunk.src.org.hsqldb.util.preprocessor,BasicResolver,33,1,6,6
2007,base.trunk.src.org.hsqldb.test,TestLobs,635,28,284,38
2015,base.trunk.src.org.hsqldb.test,TestBase,101,1,5,5
2015,base.trunk.src.org.hsqldb,Scanner,1802,41,273,11
2011,base.trunk.src.org.hsqldb.jdbc,JDBCSQLXML,1066,12,87,8
2012,base.trunk.src.org.hsqldb.jdbc,JDBCDriver,174,1,5,5
2012,base.trunk.src.org.hsqldb.test,TestSubselect,263,3,16,6
2007,base.trunk.src.org.hsqldb.test,TestMultiInsert,91,5,41,11
2010,base.trunk.src.org.hsqldb.types,IntervalSecondData,97,1,8,8
2008,base.trunk.src.org.hsqldb.jdbc,jdbcClob,220,8,53,8
2013,base.trunk.src.org.hsqldb.persist,LobManager,1181,37,283,21
2014,base.trunk.src.org.hsqldb.server,ServerConnection,1189,16,96,8
2013,base.trunk.src.org.hsqldb.jdbc.pool,JDBCXADataSource,75,1,10,10
2009,base.trunk.src.org.hsqldb.persist,ScaledRAFile,353,28,172,11
2013,base.trunk.src.org.hsqldb,StatementSimple,126,10,92,14
2017,base.trunk.src.org.hsqldb.types,TimestampData,52,3,26,10
2010,base.trunk.src.org.hsqldb,ExpressionAggregate,205,8,60,10
2011,base.trunk.src.org.hsqldb.jdbc.pool,JDBCPooledDataSource,43,1,10,10
2014,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorDataTable,418,14,163,25
2019,base.trunk.src.org.hsqldb.jdbc,JDBCSQLXML,1066,12,87,8
2010,base.trunk.src.org.hsqldb,ParserDDL,3740,101,658,16
2010,base.trunk.src.org.hsqldb,ParserCommand,1546,21,196,17
2011,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,111,14,132,16
2011,base.trunk.src.org.hsqldb,ParserDML,897,32,266,25
2010,base.trunk.src.org.hsqldb.rowio,RowOutputBinary180,45,1,6,6
2008,base.trunk.src.org.hsqldb.test,TestScripts,134,2,17,11
2010,base.trunk.src.org.hsqldb.types,CharacterType,847,36,270,18
2011,base.trunk.src.org.hsqldb.test,TestBug808460,35,2,11,6
2019,base.trunk.src.org.hsqldb.test,TestUpdatableResultSets,192,11,111,18
2015,base.trunk.src.org.hsqldb,SessionData,470,8,42,6
2009,base.trunk.src.org.hsqldb.types,Charset,48,5,37,13
2010,base.trunk.src.org.hsqldb.util,TransferCommon,67,2,10,5
2015,base.trunk.src.org.hsqldb.lib,HashSet,110,1,5,5
2014,base.trunk.src.org.hsqldb.types,BlobType,150,16,106,13
2017,base.trunk.src.org.hsqldb,Scanner,1776,40,268,11
2019,base.trunk.src.org.hsqldb.persist,LockFile,636,10,65,11
2017,base.trunk.src.org.hsqldb.test,TestStoredProcedure,361,11,84,14
2009,base.trunk.src.org.hsqldb.lib,HsqlArrayHeap,127,1,6,6
2008,base.trunk.src.org.hsqldb.dbinfo,DITypeInfo,607,14,80,14
2014,base.trunk.src.org.hsqldb.test,TestBase,91,1,5,5
2019,base.trunk.src.org.hsqldb.test,TestBase,100,1,5,5
2014,base.trunk.src.org.hsqldb.lib,OrderedLongKeyHashMap,145,15,166,19
2010,base.trunk.src.org.hsqldb.index,NodeAVL,139,1,14,14
2012,base.trunk.src.org.hsqldb.lib,LineGroupReader,121,1,5,5
2017,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,168,7,45,8
2009,base.trunk.src.org.hsqldb,Session,1162,4,34,10
2009,base.trunk.src.org.hsqldb,ParserBase,507,20,122,12
2011,base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,2117,35,336,42
2017,base.trunk.src.org.hsqldb.sample,FindFile,80,2,11,6
2007,base.trunk.src.org.hsqldb.util,ScriptTool,172,2,11,6
2015,base.trunk.src.org.hsqldb.test,TestDbBackup,457,8,50,8
2017,base.trunk.src.org.hsqldb,FunctionSQLInvoked,217,4,30,10
2009,base.trunk.src.org.hsqldb.rowio,RowOutputTextQuoted,25,1,5,5
2009,base.trunk.src.org.hsqldb.lib,OrderedHashSet,68,2,11,6
2011,base.trunk.src.org.hsqldb.jdbc,JDBCResultSet,1612,37,263,14
2017,base.trunk.src.org.hsqldb.types,BooleanType,194,20,141,12
2007,base.trunk.src.org.hsqldb.types,IntervalSecondData,97,1,8,8
2015,base.trunk.src.org.hsqldb.types,DateTimeType,1420,34,251,17
2015,base.trunk.src.org.hsqldb.persist,LobStoreInJar,95,5,46,16
2011,base.trunk.src.org.hsqldb.lib,ArraySort,112,2,13,8
2013,base.trunk.src.org.hsqldb.test,TestUtil,736,30,255,15
2013,base.trunk.src.org.hsqldb.lib.tar,TarGenerator,403,1,5,5
2007,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,118,18,210,22
2011,base.trunk.src.org.hsqldb.types,NullType,61,1,5,5
2010,base.trunk.src.org.hsqldb.test,TestMultiInsert,91,5,41,11
2007,base.trunk.src.org.hsqldb.test,TestCollation,139,1,5,5
2019,base.trunk.src.org.hsqldb.persist,DataSpaceManagerBlocks,610,2,10,5
2007,base.trunk.src.org.hsqldb.sample,TriggerSample,285,4,26,8
2009,base.trunk.src.org.hsqldb.jdbc,JDBCCallableStatement,631,14,94,10
2015,base.trunk.src.org.hsqldb.server,ServerConfiguration,138,2,22,11
2012,base.trunk.src.org.hsqldb,StatementDML,1127,17,127,19
2015,base.trunk.src.org.hsqldb.test,TestSubselect,263,3,16,6
2009,base.trunk.src.org.hsqldb.test,TestMerge,242,18,142,26
2009,base.trunk.src.org.hsqldb.jdbc,JDBCStatement,312,11,142,21
2012,base.trunk.src.org.hsqldb.jdbc,JDBCClobFile,581,29,268,34
2014,base.trunk.src.org.hsqldb,SchemaManager,1947,68,514,26
2012,base.trunk.src.org.hsqldb.server,OdbcUtil,204,6,51,11
2012,base.trunk.src.org.hsqldb.persist,Log,529,6,35,6
2014,base.trunk.src.org.hsqldb.scriptio,ScriptWriterEncode,91,6,53,15
2008,base.trunk.src.org.hsqldb.persist,Log,476,7,40,6
2010,base.trunk.src.org.hsqldb,RowAction,653,13,103,13
2012,base.trunk.src.org.hsqldb.types,BitType,395,24,193,18
2013,base.trunk.src.org.hsqldb.scriptio,ScriptWriterBase,251,2,21,15
2015,base.trunk.src.org.hsqldb.lib,SimpleLog,145,6,52,9
2010,base.trunk.src.org.hsqldb,TransactionManagerMVCC,564,24,221,23
2008,base.trunk.src.org.hsqldb.lib,StringConverter,388,2,10,5
2013,base.trunk.src.org.hsqldb.index,NodeAVLDisk,353,29,195,18
2012,base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,280,4,31,10
2009,base.trunk.src.org.hsqldb.sample,FindFile,80,1,5,5
2013,base.trunk.src.org.hsqldb.jdbc,JDBCColumnMetaData,51,1,6,6
2009,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,123,20,221,22
2010,base.trunk.src.org.hsqldb.persist,RowStoreAVLDiskData,155,12,86,15
2012,base.trunk.src.org.hsqldb.types,RowType,331,25,223,17
2014,base.trunk.src.org.hsqldb.index,NodeAVL,139,2,21,14
2008,base.trunk.src.org.hsqldb.test,TestAny,69,2,12,6
