versionDate,packageName,className,classSize,duplicateCount,duplicateLines,largestDuplicate
2019,base.trunk.src.org.hsqldb,SessionData,471,8,42,6
2011,base.trunk.src.org.hsqldb.server,ServerConfiguration,136,2,22,11
2014,base.trunk.src.org.hsqldb.rowio,RowInputBase,183,3,25,10
2012,base.trunk.src.org.hsqldb.lib,RefCapablePropertyResourceBundle,258,2,30,15
2012,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybridExtended,74,1,6,6
2011,base.trunk.src.org.hsqldb,ParserBase,559,21,131,12
2015,base.trunk.src.org.hsqldb,FunctionSQLInvoked,217,6,41,9
2017,base.trunk.src.org.hsqldb,ExpressionColumnAccessor,87,2,15,8
2011,base.trunk.src.org.hsqldb.types,TimeData,51,4,31,10
2013,base.trunk.src.org.hsqldb.test,TestTypeConversion,127,5,32,10
2010,base.trunk.src.org.hsqldb.lib,LineGroupReader,121,1,5,5
2012,base.trunk.src.org.hsqldb.index,NodeAVL,139,1,14,14
2008,base.trunk.src.org.hsqldb.scriptio,ScriptWriterZipped,34,1,6,6
2012,base.trunk.src.org.hsqldb.types,DTIType,335,1,6,6
2012,base.trunk.src.org.hsqldb.util,Tree,253,10,101,20
2012,base.trunk.src.org.hsqldb.persist,ScaledRAFile,334,5,32,9
2015,base.trunk.src.org.hsqldb,ClientConnection,414,3,21,11
2009,base.trunk.src.org.hsqldb.test,TestStoredProcedure,65,2,11,6
2012,base.trunk.src.org.hsqldb.test,TestOdbcService,290,27,235,27
2019,hsqldb.integration.hibernate.src.org.hibernate.dialect,HSQLDialect,428,9,302,136
2015,base.trunk.src.org.hsqldb.types,BitType,395,24,193,18
2019,base.trunk.src.org.hsqldb.scriptio,ScriptWriterEncode,91,6,53,15
2019,base.trunk.src.org.hsqldb.test,AbstractTestOdbc,128,2,12,6
2013,base.trunk.src.org.hsqldb,ExpressionLike,255,3,15,5
2012,base.trunk.src.org.hsqldb,StatementProcedure,239,4,32,12
2007,base.trunk.src.org.hsqldb.util.preprocessor,Document,200,2,10,5
2019,base.trunk.src.org.hsqldb.jdbc.pool,JDBCPooledConnection,92,2,12,6
2012,base.trunk.src.org.hsqldb.test,AllSimpleTests,33,1,5,5
2015,base.trunk.src.org.hsqldb.lib,Storage,17,1,11,11
2014,base.trunk.src.org.hsqldb.lib,DataOutputStream,77,2,10,5
2007,base.trunk.src.org.hsqldb.result,Result,1078,14,86,10
2014,base.trunk.src.org.hsqldb.lib,CharArrayWriter,98,1,5,5
2008,base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataTest,1957,8,55,7
2012,base.trunk.src.org.hsqldb.test,TestDbBackup,447,9,52,8
2007,base.trunk.src.org.hsqldb.types,BlobInputStream,82,4,51,22
2007,base.trunk.src.org.hsqldb.test,ExecHarness,195,2,12,6
2009,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,1727,56,393,21
2012,base.trunk.src.org.hsqldb,StatementExpression,109,13,132,24
2011,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,1903,58,509,58
2014,base.trunk.src.org.hsqldb.util,CodeSwitcher,295,4,22,6
2010,base.trunk.src.org.hsqldb,Constraint,630,9,61,13
2014,base.trunk.src.org.hsqldb,SetFunction,470,6,46,12
2014,base.trunk.src.org.hsqldb.jdbc,JDBCBlobClient,161,5,32,7
2014,base.trunk.src.org.hsqldb,StatementCompound,589,13,118,26
2017,base.trunk.src.org.hsqldb.lib,OrderedLongHashSet,82,6,44,11
2008,base.trunk.src.org.hsqldb.test,TestSchemaParse,783,1,5,5
2019,base.trunk.src.org.hsqldb.persist,RAFileInJar,158,9,67,16
2012,base.trunk.src.org.hsqldb.index,IndexAVLMemory,330,8,66,12
2013,base.trunk.src.org.hsqldb.scriptio,ScriptWriterText,205,1,6,6
2017,base.trunk.src.org.hsqldb,StatementHandler,136,2,12,7
2012,base.trunk.src.org.hsqldb,TriggerDef,416,9,83,20
2017,base.trunk.src.org.hsqldb.types,ClobType,136,11,80,13
2013,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,182,1,15,15
2011,base.trunk.src.org.hsqldb,HsqlDateTime,563,4,20,5
2017,base.trunk.src.org.hsqldb.types,UserTypeModifier,142,4,26,8
2009,base.trunk.src.org.hsqldb.rowio,RowInputBase,185,3,24,10
2009,base.trunk.src.org.hsqldb.test,TestHashStructures,390,10,62,10
2019,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,114,20,212,19
2008,base.trunk.src.org.hsqldb.lib,CountdownInputStream,57,2,16,8
2011,base.trunk.src.org.hsqldb,HsqlNameManager,341,2,12,6
2015,base.trunk.src.org.hsqldb.types,ClobInputStream,95,3,43,22
2013,base.trunk.src.org.hsqldb.persist,DataSpaceManagerBlocks,827,14,78,7
2014,base.trunk.src.org.hsqldb.rowio,RowOutputText,241,3,28,11
2014,base.trunk.src.org.hsqldb,Expression,1328,44,331,18
2012,base.trunk.src.org.hsqldb.test,TestTriggers,109,2,10,5
2012,base.trunk.src.org.hsqldb,TableBase,334,1,5,5
2013,base.trunk.src.org.hsqldb,ExpressionColumnAccessor,87,2,15,8
2019,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybrid,263,16,138,34
2015,base.trunk.src.org.hsqldb.auth,HsqldbSlaveAuthBean,95,1,5,5
2012,base.trunk.src.org.hsqldb.jdbc,JDBCConnection,830,11,100,22
2012,base.trunk.src.org.hsqldb.test,TestKarl,179,2,20,10
2014,base.trunk.src.org.hsqldb,QuerySpecification,1723,12,75,12
2014,base.trunk.src.org.hsqldb.lib,OrderedIntHashSet,82,6,44,11
2015,base.trunk.src.org.hsqldb.test,TestDateTime,174,4,52,15
2014,base.trunk.src.org.hsqldb.lib,HsqlArrayList,210,4,29,8
2007,base.trunk.src.org.hsqldb.scriptio,ScriptWriterBase,251,1,6,6
2015,base.trunk.src.org.hsqldb.jdbc,JDBCStatementBase,149,1,5,5
2012,base.trunk.src.org.hsqldb.lib,HsqlDeque,203,13,90,14
2017,base.trunk.src.org.hsqldb.test,TestTypeConversion,127,5,32,10
2012,base.trunk.src.org.hsqldb.lib,IntKeyHashMapConcurrent,147,22,234,19
2014,base.trunk.src.org.hsqldb,ExpressionValue,51,7,52,11
2007,base.trunk.src.org.hsqldb.lib,StringConverter,437,2,10,5
2013,base.trunk.src.org.hsqldb,StatementInsert,118,2,14,7
2014,base.trunk.src.org.hsqldb,QueryExpression,690,6,38,12
2013,base.trunk.src.org.hsqldb,TransactionManagerMV2PL,288,22,259,25
2010,base.trunk.src.org.hsqldb.util,TransferSQLText,636,23,181,22
2010,base.trunk.src.org.hsqldb.lib,ClosableByteArrayOutputStream,136,5,59,17
2015,base.trunk.src.org.hsqldb.auth,AuthBeanMultiplexer,131,3,30,15
2010,base.trunk.src.org.hsqldb.lib,OrderedIntKeyHashMap,115,19,242,25
2015,base.trunk.src.org.hsqldb.persist,Log,542,3,19,7
2017,base.trunk.src.org.hsqldb.cmdline.sqltool,SqlFileScanner,773,5,33,9
2009,base.trunk.src.org.hsqldb.cmdline.sqltool,SqlFileScanner,772,5,33,9
2019,base.trunk.src.org.hsqldb.lib,InputStreamWrapper,64,4,25,7
2015,base.trunk.src.org.hsqldb.lib,IntValueHashMap,159,23,184,16
2014,base.trunk.src.org.hsqldb.scriptio,ScriptReaderDecode,80,1,6,6
2019,base.trunk.src.org.hsqldb.persist,DataFileCache,1145,33,265,15
2012,base.trunk.src.org.hsqldb.jdbc,JDBCArray,146,7,75,17
2010,base.trunk.src.org.hsqldb.test,TestSqlPersistent,362,6,125,94
2013,base.trunk.src.org.hsqldb.test,TestViewAsterisks,349,4,30,10
2007,base.trunk.src.org.hsqldb.test,TestBug1191815,64,3,17,7
2017,base.trunk.src.org.hsqldb.rowio,RowOutputBase,176,4,36,10
2017,base.trunk.src.org.hsqldb.test,TestCacheSize,675,51,425,18
2017,base.trunk.src.org.hsqldb.jdbc,JDBCCallableStatement,782,12,94,14
2019,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,118,20,221,22
2007,base.trunk.src.org.hsqldb.types,DateTimeType,1255,35,262,17
2008,base.trunk.src.org.hsqldb,Types,633,7,65,14
2009,base.trunk.src.org.hsqldb.server,ServerConfiguration,122,2,22,11
2011,base.trunk.src.org.hsqldb.test,TestQuotes,93,2,11,6
2015,base.trunk.src.org.hsqldb.test,TestStoredProcedure,365,11,83,14
2009,base.trunk.src.org.hsqldb.util,OracleTransferHelper,105,3,40,21
2007,base.trunk.src.org.hsqldb,DatabaseScript,525,2,20,10
2012,base.trunk.src.org.hsqldb.jdbc,JDBCParameterMetaData,157,6,48,11
2013,base.trunk.src.org.hsqldb,SchemaObjectSet,398,15,108,12
2007,base.trunk.test.org.hsqldb.jdbc,UtilTest,1418,3,20,8
2007,base.trunk.src.org.hsqldb.lib,OrderedIntHashSet,82,1,6,6
2014,base.trunk.src.org.hsqldb.auth,AuthBeanMultiplexer,121,2,13,8
2015,base.trunk.src.org.hsqldb.lib,IntIndex,397,40,380,44
2007,base.trunk.src.org.hsqldb.jdbc,jdbcPreparedStatement,1083,22,244,21
2013,base.trunk.src.org.hsqldb.jdbc,JDBCPool,210,1,5,5
2015,base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,184,10,62,8
2012,base.trunk.src.org.hsqldb.util,ConnectionDialogCommon,191,2,12,6
2007,base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,175,11,96,15
2019,base.trunk.src.org.hsqldb.rowio,RowOutputText,239,3,28,11
2014,base.trunk.src.org.hsqldb.jdbc,JDBCPreparedStatement,1537,38,280,19
2008,base.trunk.src.org.hsqldb.lib,HsqlDeque,155,6,55,23
2011,base.trunk.src.org.hsqldb.lib,HashSet,107,1,5,5
2008,base.trunk.test.org.hsqldb.jdbc,JdbcSuite,45,4,26,8
2008,base.trunk.test.org.hsqldb.jdbc,JdbcScriptedTestCase,513,11,112,42
2019,base.trunk.src.org.hsqldb.map,BitMap,452,13,101,13
2014,base.trunk.src.org.hsqldb.test,TestSql,651,15,216,94
2015,base.trunk.src.org.hsqldb.lib,CharArrayWriter,98,1,5,5
2017,base.trunk.src.org.hsqldb.types,DateTimeType,1255,36,267,17
2017,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,114,20,212,19
2007,base.trunk.src.org.hsqldb,RangeVariableResolver,929,8,44,7
2014,base.trunk.src.org.hsqldb,StatementSchema,1185,29,212,17
2019,base.trunk.src.org.hsqldb,DatabaseManager,284,8,62,9
2019,base.trunk.src.org.hsqldb.util,OracleTransferHelper,105,3,40,21
2019,base.trunk.src.org.hsqldb.cmdline.sqltool,Calculator,292,4,48,18
2013,base.trunk.src.org.hsqldb.persist,LobStoreRAFile,100,5,31,11
2012,base.trunk.src.org.hsqldb,ExpressionLogical,1629,48,314,13
2010,base.trunk.src.org.hsqldb.lib,HashSet,107,1,5,5
2017,base.trunk.src.org.hsqldb.test,TestBench,755,45,535,38
2017,base.trunk.src.org.hsqldb.lib,HsqlTaskQueue,87,1,6,6
2007,base.trunk.src.org.hsqldb.navigator,RowSetNavigator,182,2,10,5
2012,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorClient,166,3,36,15
2012,base.trunk.src.org.hsqldb.util,HsqldbTransferHelper,52,2,10,5
2019,base.trunk.src.org.hsqldb.test,HsqldbTestCase,83,1,5,5
2015,base.trunk.src.org.hsqldb.lib,RefCapablePropertyResourceBundle,258,2,30,15
2009,base.trunk.src.org.hsqldb.persist,RowStoreHybrid,219,9,51,7
2008,base.trunk.src.org.hsqldb.test,TestSqlPersistent,257,4,21,6
2013,base.trunk.src.org.hsqldb.lib,InputStreamWrapper,53,2,23,12
2009,base.trunk.src.org.hsqldb,ParserCommand,1021,9,61,8
2007,base.trunk.src.org.hsqldb.lib,BaseList,111,2,14,9
2014,base.trunk.src.org.hsqldb,FunctionCustom,2469,25,155,10
2013,base.trunk.src.org.hsqldb,TableWorks,871,12,76,11
2014,base.trunk.src.org.hsqldb.rowio,RowInputTextLog,354,4,28,8
2015,base.trunk.src.org.hsqldb.index,NodeAVL,155,6,46,11
2010,base.trunk.src.org.hsqldb.test,TestQuotes,93,2,11,6
2012,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,121,20,221,22
2019,base.trunk.src.org.hsqldb,TableBase,347,1,5,5
2014,base.trunk.src.org.hsqldb.rights,Right,693,4,22,6
2013,base.trunk.src.org.hsqldb.persist,LockFile,638,10,65,11
2011,base.trunk.src.org.hsqldb.test,TestSqlPersistent,362,6,125,94
2015,base.trunk.src.org.hsqldb.lib,ClosableCharArrayWriter,146,6,66,17
2008,base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceFactoryTest,54,4,28,8
2015,base.trunk.src.org.hsqldb.util,TransferTable,296,25,222,17
2012,base.trunk.src.org.hsqldb.types,IntervalType,1207,43,312,14
2009,base.trunk.src.org.hsqldb,StatementCompound,389,7,47,9
2008,base.trunk.src.org.hsqldb.index,DiskNode,185,1,6,6
2014,base.trunk.src.org.hsqldb,RowAVLDiskData,121,3,22,9
2019,base.trunk.src.org.hsqldb,ParserRoutine,1551,36,272,14
2014,base.trunk.src.org.hsqldb,ParserRoutine,1504,35,263,15
2009,base.trunk.src.org.hsqldb.util.preprocessor,Preprocessor,418,4,26,7
2019,base.trunk.src.org.hsqldb.persist,PersistentStoreCollectionSession,282,5,25,5
2014,base.trunk.src.org.hsqldb.lib,LongDeque,196,13,90,14
2012,base.trunk.src.org.hsqldb.persist,HsqlProperties,355,2,10,5
2008,base.trunk.src.org.hsqldb.test,TestCascade,97,2,10,5
2012,base.trunk.src.org.hsqldb.lib,OrderedHashSet,99,2,11,6
2015,base.trunk.src.org.hsqldb.jdbc,JDBCBlob,202,7,40,7
2008,base.trunk.src.org.hsqldb.util,Grid,278,8,77,20
2008,base.trunk.src.org.hsqldb,LegacyFunction,295,4,31,10
2012,base.trunk.src.org.hsqldb,ExpressionAggregate,205,14,126,23
2008,base.trunk.src.org.hsqldb.store,ValuePoolHashMap,212,26,155,8
2019,base.trunk.src.org.hsqldb.test,TestSubselect,263,3,16,6
2009,base.trunk.src.org.hsqldb.test,TestSqlPersistent,258,3,15,5
2007,base.trunk.src.org.hsqldb.util,ZaurusDatabaseManager,469,22,194,37
2017,base.trunk.src.org.hsqldb.jdbc,JDBCArrayBasic,113,7,75,17
2015,base.trunk.src.org.hsqldb.test,TestBench,761,46,526,38
2008,base.trunk.src.org.hsqldb.util,RefCapablePropertyResourceBundle,267,5,43,14
2012,base.trunk.src.org.hsqldb.test,TestJDBCGeneratedColumns,157,9,55,9
2012,base.trunk.src.org.hsqldb.lib,CountdownInputStream,71,2,10,5
2015,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,5006,287,2348,54
2015,base.trunk.src.org.hsqldb.types,CharacterType,799,33,252,18
2015,base.trunk.src.org.hsqldb,FunctionSQL,1592,35,272,15
2013,base.trunk.src.org.hsqldb.types,BlobDataID,161,10,75,14
2017,base.trunk.src.org.hsqldb.test,TestMerge,279,22,145,11
2012,base.trunk.src.org.hsqldb,RowAVLDisk,158,1,9,9
2010,base.trunk.src.org.hsqldb.types,BooleanType,194,18,122,12
2015,base.trunk.src.org.hsqldb.persist,LobManager,1642,39,349,23
2010,base.trunk.src.org.hsqldb,HsqlNameManager,341,2,12,6
2019,base.trunk.src.org.hsqldb.lib,StringComparator,16,2,13,8
2010,base.trunk.src.org.hsqldb,HsqlDateTime,563,4,20,5
2014,base.trunk.src.org.hsqldb.test,TestLobs,635,29,294,38
2014,base.trunk.src.org.hsqldb.persist,LobManager,1181,37,283,21
2017,base.trunk.src.org.hsqldb.jdbc,JDBCCommonDataSource,102,1,5,5
2014,base.trunk.src.org.hsqldb.jdbc.pool,JDBCXADataSource,75,1,10,10
2010,base.trunk.src.org.hsqldb,ExpressionColumn,790,16,94,8
2012,base.trunk.src.org.hsqldb,ExpressionOp,578,23,223,31
2013,base.trunk.src.org.hsqldb.server,ServerConnection,1189,16,96,8
2014,base.trunk.src.org.hsqldb,StatementSimple,126,10,92,14
2007,base.trunk.src.org.hsqldb.test,TestScripts,122,1,6,6
2019,base.trunk.src.org.hsqldb,SetFunction,470,6,46,12
2019,base.trunk.src.org.hsqldb.types,DateTimeType,1417,35,256,17
2010,base.trunk.src.org.hsqldb,ExpressionOp,578,20,200,31
2015,base.trunk.src.org.hsqldb.server,Server,1108,7,43,9
2010,base.trunk.src.org.hsqldb.jdbc,JDBCResultSet,1612,39,279,14
2011,base.trunk.src.org.hsqldb,Constraint,630,9,61,13
2008,base.trunk.src.org.hsqldb,CommandParser,664,4,31,10
2019,base.trunk.src.org.hsqldb.lib.tar,RB,122,2,49,37
2019,base.trunk.src.org.hsqldb.lib,OrderedIntKeyHashMap,115,20,247,25
2015,base.trunk.src.org.hsqldb.util,Transfer,827,10,65,8
2010,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,1903,58,509,58
2015,base.trunk.src.org.hsqldb.lib,CountdownInputStream,71,2,10,5
2012,base.trunk.src.org.hsqldb.rowio,RowOutputTextLog,192,1,8,8
2014,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,107,19,242,25
2009,base.trunk.src.org.hsqldb.lib,ReaderDataInput,114,1,5,5
2013,base.trunk.src.org.hsqldb.util.preprocessor,BasicResolver,33,1,6,6
2009,base.trunk.src.org.hsqldb.util,ConnectionDialog,223,7,48,11
2009,base.trunk.src.org.hsqldb.lib,CountdownInputStream,57,2,16,8
2009,base.trunk.src.org.hsqldb.types,IntervalSecondData,98,1,8,8
2011,base.trunk.src.org.hsqldb.lib,OrderedIntKeyHashMap,115,19,242,25
2011,base.trunk.src.org.hsqldb.lib,ClosableByteArrayOutputStream,136,5,59,17
2007,base.trunk.src.org.hsqldb.types,ClobDataID,158,12,76,12
2017,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,118,20,221,22
2011,base.trunk.src.org.hsqldb.util,TransferSQLText,636,23,181,22
2010,base.trunk.src.org.hsqldb.rowio,RowInputText,360,25,191,13
2017,base.trunk.src.org.hsqldb.util,OracleTransferHelper,105,3,40,21
2013,base.trunk.src.org.hsqldb.test,TestBase,91,1,5,5
2010,base.trunk.src.org.hsqldb,ExpressionArithmetic,474,24,216,19
2010,base.trunk.src.org.hsqldb.test,TestNullInUnion,44,1,30,30
2007,base.trunk.src.org.hsqldb,HsqlNameManager,341,2,12,6
2009,base.trunk.src.org.hsqldb.types,DateTimeType,1118,32,219,11
2015,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,121,15,156,22
2010,base.trunk.src.org.hsqldb,FunctionSQL,1572,34,267,15
2011,base.trunk.src.org.hsqldb.types,BooleanType,194,19,130,12
2007,base.trunk.src.org.hsqldb.types,BooleanType,194,18,122,12
2015,base.trunk.src.org.hsqldb.jdbc,JDBCBlobClient,161,5,32,7
2017,base.trunk.src.org.hsqldb.util,TransferTable,296,25,222,17
2009,base.trunk.src.org.hsqldb.lib,HashMap,118,16,153,18
2008,base.trunk.src.org.hsqldb.test,TestMerge,239,19,147,26
2019,base.trunk.src.org.hsqldb.persist,Logger,1750,3,17,7
2013,base.trunk.src.org.hsqldb,SchemaManager,1947,68,514,26
2010,base.trunk.src.org.hsqldb.persist,ScaledRAFileNIO,375,31,228,15
2007,base.trunk.src.org.hsqldb,HsqlDateTime,563,4,20,5
2008,base.trunk.src.org.hsqldb.types,ClobData,34,3,17,6
2015,base.trunk.src.org.hsqldb.persist,SimpleStore,128,1,5,5
2011,base.trunk.src.org.hsqldb.jdbc,JDBCClobClient,421,12,79,8
2009,base.trunk.src.org.hsqldb,TransactionManager,756,16,100,8
2017,base.trunk.src.org.hsqldb,ClientConnection,385,2,10,5
2015,base.trunk.src.org.hsqldb.test,TestViewAsterisks,349,4,30,10
2012,base.trunk.src.org.hsqldb.persist,RAShadowFile,207,4,33,12
2009,base.trunk.src.org.hsqldb,ParserDML,732,17,144,18
2015,base.trunk.src.org.hsqldb.lib.tar,TarReader,432,3,17,7
2014,base.trunk.src.org.hsqldb.test,TestUtil,736,30,255,15
2008,base.trunk.test.org.hsqldb.jdbc,jdbcSQLXMLTest,243,6,34,7
2011,base.trunk.src.org.hsqldb.persist,ScaledRAFileInJar,161,8,67,20
2009,base.trunk.src.org.hsqldb.util,PostgresTransferHelper,95,5,50,21
2019,base.trunk.src.org.hsqldb.util,ConnectionDialog,223,5,35,11
2010,base.trunk.src.org.hsqldb.test,TestLibSpeed,166,2,18,9
2017,base.trunk.src.org.hsqldb.util,TransferDb,670,10,74,14
2012,base.trunk.src.org.hsqldb.lib,IntValueHashMap,159,22,172,16
2009,base.trunk.src.org.hsqldb.lib,IntKeyHashMapConcurrent,148,17,186,19
2019,base.trunk.src.org.hsqldb.server,WebServer,74,3,21,9
2010,base.trunk.src.org.hsqldb.types,ClobDataID,158,12,76,12
2019,base.trunk.src.org.hsqldb.test,TestSql,652,15,210,92
2017,base.trunk.src.org.hsqldb.types,BinaryData,190,3,27,14
2013,base.trunk.src.org.hsqldb.lib,OrderedLongKeyHashMap,145,15,166,19
2019,base.trunk.src.org.hsqldb.types,Type,833,10,72,12
2008,base.trunk.src.org.hsqldb.util,TransferCommon,67,2,10,5
2012,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,191,10,55,9
2017,base.trunk.src.org.hsqldb.types,Charset,111,11,72,13
2013,base.trunk.src.org.hsqldb.types,BlobType,150,16,106,13
2015,base.trunk.src.org.hsqldb.test,TestPreparedStatements,150,3,20,9
2009,base.trunk.src.org.hsqldb.jdbc.pool,JDBCConnectionPoolDataSource,136,1,13,13
2012,base.trunk.src.org.hsqldb.lib,FrameworkLogger,298,3,20,8
2019,base.trunk.src.org.hsqldb.types,BlobDataID,160,10,75,14
2011,base.trunk.src.org.hsqldb.lib,StringConverter,437,2,10,5
2009,base.trunk.src.org.hsqldb.rowio,RowInputTextQuoted,81,1,8,8
2014,base.trunk.src.org.hsqldb.util,Transfer,828,10,65,8
2019,base.trunk.src.org.hsqldb,Constraint,642,9,60,13
2013,base.trunk.src.org.hsqldb.server,Server,1107,5,33,9
2009,base.trunk.src.org.hsqldb,ExpressionValue,39,4,33,11
2013,base.trunk.src.org.hsqldb.lib,WrapperIterator,95,2,14,9
2015,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorClient,158,3,36,15
2007,base.trunk.src.org.hsqldb.lib,HashSet,107,1,5,5
2008,base.trunk.src.org.hsqldb.rights,Grantee,545,4,28,7
2011,base.trunk.src.org.hsqldb.lib,ArrayUtil,915,28,171,13
2010,base.trunk.src.org.hsqldb.types,NumberType,1483,67,419,11
2007,base.trunk.src.org.hsqldb.types,BinaryType,533,18,136,12
2015,base.trunk.src.org.hsqldb,StatementResultUpdate,148,3,38,28
2011,base.trunk.src.org.hsqldb,NumberSequence,503,23,306,26
2012,base.trunk.src.org.hsqldb.rowio,RowInputTextQuoted,82,1,9,9
2017,base.trunk.src.org.hsqldb.persist,LobStoreInJar,94,8,73,20
2011,base.trunk.src.org.hsqldb.persist,RAShadowFile,207,2,10,5
2017,base.trunk.src.org.hsqldb.persist,RAStorageWrapper,55,3,38,19
2011,base.trunk.src.org.hsqldb.jdbc,JDBCStatement,326,8,76,19
2011,base.trunk.src.org.hsqldb.test,TestBug1191815,64,3,17,7
2013,base.trunk.src.org.hsqldb.navigator,RowSetNavigatorDataTable,418,14,163,25
2015,base.trunk.src.org.hsqldb.auth,AuthUtils,69,5,48,15
2012,base.trunk.src.org.hsqldb,Routine,1002,7,45,8
2007,base.trunk.src.org.hsqldb.test,TestQuotes,93,2,11,6
2019,base.trunk.src.org.hsqldb.jdbc,JDBCStatementBase,149,1,5,5
2010,base.trunk.src.org.hsqldb.lib,BaseList,111,2,14,9
2013,base.trunk.src.org.hsqldb.persist,RandomAccessInterface,20,1,12,12
2007,base.trunk.src.org.hsqldb,RangeVariable,1245,12,72,7
2013,base.trunk.src.org.hsqldb.rowio,RowInputBinary,174,3,23,13
2014,base.trunk.src.org.hsqldb.server,WebServer,73,3,21,9
2013,base.trunk.src.org.hsqldb.test,TestTextTable,344,2,10,5
2008,base.trunk.src.org.hsqldb.lib,LongKeyHashMap,113,17,199,24
2019,base.trunk.src.org.hsqldb.cmdline,SqltoolRB,284,2,49,37
2013,base.trunk.src.org.hsqldb.util.preprocessor,Defines,125,3,19,7
2013,base.trunk.src.org.hsqldb.persist,RowStoreAVLHybrid,275,12,80,9
2011,base.trunk.src.org.hsqldb.result,Result,1078,14,86,10
2007,base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,175,11,96,15
2015,base.trunk.src.org.hsqldb,StatementHandler,136,1,7,7
2015,base.trunk.src.org.hsqldb.types,BlobInputStream,84,3,43,22
2012,base.trunk.src.org.hsqldb.types,BinaryType,533,28,204,12
2017,base.trunk.src.org.hsqldb.util.preprocessor,Document,200,1,5,5
2010,base.trunk.src.org.hsqldb,StatementQuery,57,2,17,9
2009,base.trunk.src.org.hsqldb.lib,HsqlArrayList,207,4,29,8
2009,base.trunk.src.org.hsqldb,StatementResultUpdate,108,1,28,28
2012,base.trunk.src.org.hsqldb,RowAVL,73,1,7,7
2011,base.trunk.src.org.hsqldb.types,BlobInputStream,82,4,51,22
2017,base.trunk.src.org.hsqldb.persist,PersistentStoreCollectionSession,238,4,20,5
2008,base.trunk.src.org.hsqldb,DDLParser,2397,76,482,16
2013,base.trunk.src.org.hsqldb.index,NodeAVL,139,2,21,14
2017,base.trunk.src.org.hsqldb.auth,LdapAuthBean,360,4,80,62
2011,base.trunk.src.org.hsqldb.jdbc,JDBCBlob,199,7,40,7
2011,base.trunk.src.org.hsqldb.persist,ScaledRAFileSimple,77,2,14,9
2015,base.trunk.src.org.hsqldb.server,OdbcPacketInputStream,137,2,10,5
2014,base.trunk.src.org.hsqldb.jdbc,JDBCColumnMetaData,51,1,6,6
2017,base.trunk.src.org.hsqldb.lib,HsqlTimer,334,1,6,6
2008,base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,597,12,100,16
2014,base.trunk.src.org.hsqldb.index,NodeAVLDisk,353,29,195,18
2014,base.trunk.src.org.hsqldb.scriptio,ScriptWriterBase,251,2,21,15
2008,base.trunk.src.org.hsqldb.types,DateTimeType,715,34,256,28
2017,base.trunk.src.org.hsqldb.lib,HsqlArrayHeap,128,1,6,6
2013,base.trunk.src.org.hsqldb.scriptio,ScriptWriterEncode,91,6,53,15
2008,base.trunk.src.org.hsqldb.result,ResultLob,315,6,32,6
2017,base.trunk.src.org.hsqldb.lib,ClosableCharArrayWriter,147,6,66,17
2015,base.trunk.src.org.hsqldb,QuerySpecification,1860,10,57,8
2008,base.trunk.src.org.hsqldb.test,JDBCBench,850,21,239,31
2010,base.trunk.src.org.hsqldb.lib,ArrayUtil,915,28,171,13
2017,base.trunk.src.org.hsqldb,TransactionManager2PL,190,14,148,25
2015,base.trunk.src.org.hsqldb.jdbc,JDBCClobFile,581,29,268,34
2011,base.trunk.src.org.hsqldb.types,Type,825,10,71,12
2015,base.trunk.src.org.hsqldb.lib,KMPSearchAlgorithm,278,23,211,16
2017,base.trunk.src.org.hsqldb.util.preprocessor,Token,62,3,18,6
2012,base.trunk.src.org.hsqldb.types,NumberType,1483,68,429,11
2012,base.trunk.src.org.hsqldb.auth,AuthUtils,53,2,13,8
2019,base.trunk.src.org.hsqldb.server,ServerProperties,196,1,5,5
2014,base.trunk.src.org.hsqldb.test,TestOdbcTypes,1282,183,2036,25
2008,base.trunk.src.org.hsqldb.types,IntervalType,1359,51,374,28
2013,base.trunk.src.org.hsqldb.persist,DataFileCache,856,15,99,11
2014,base.trunk.src.org.hsqldb.test,TestStressInsert,133,2,16,8
